ID,Title,Author,Price,Edition,ASIN,ISBN-13,ISBN-10,Paperback,Series,Publisher_dummy,Publisher,Publication_Date,Sold_by,Language,Product Dimensions,Shipping Weight,,,,,
1547,Guidance for the Verification and Validation of Neural Networks ,Laura L. Pullum# Brian J. Taylor# Marjorie A. Darrah# Brian J. Taylor,$45.00 - $111.99,1st Edition,,978-0470084571,047008457X,133 pages,Emerging Technologies (Book 11),Wiley-IEEE Computer Society Pr,Wiley-IEEE Computer Society Pr,,,English,7.1 x 0.4 x 9.9 inches,8.8 ounces (View shipping rates and policies),,,,,
1548,PC Technician Street Smarts: A Real World Guide to CompTIA A+ Skills,James Pyles,$0.01 ,1st Edition,,978-0470084588,470084588,408 pages,,Sybex,Sybex,,,English,7.4 x 0.8 x 9.2 inches,1.3 pounds,,,,,
1549,Applied Optimization with MATLAB Programming,P. Venkataraman,$79.81 - $104.02,2nd Edition,,978-0470084885,047008488X,,,Wiley,Wiley,,,English,6.4 x 1.3 x 9.5 inches,1.9 pounds (View shipping rates and policies),,,,,
1550,Computer-Aided Intelligent Recognition Techniques and Applications,Dr. Muhammad Sarfraz,$160.76 ,1st Edition,,978-0470094143,470094141,,,Wiley,Wiley,,,English,6.8 x 1.3 x 9.9 inches,2.4 pounds (View shipping rates and policies),,,,,
1551,The Executive's Guide to Information Technology,John Baschab# Jon Piot# Nicholas Carr,$71.19 ,2nd Edition,,978-0470095218,470095210,,,Wiley,Wiley,,,English,6.4 x 2.1 x 9.4 inches,1.8 pounds (View shipping rates and policies),,,,,
1552,Excel 2007 PivotTables and PivotCharts,Peter G. Aitken,$16.61 ,1st Edition,,,,,,,,,,,,,,,,,
1553,MCTS Microsoft Windows Vista Client Configuration Study Guide: Exam 70-620,Michael Aldridge# Josh Evitt# Michael Aldridge# Lisa Donald# Josh Evitt# James Chellis# Lisa Donald,$39.99 ,1st Edition,,978-0470108819,470108819,720 pages,,Sybex,Sybex,,,English,7.4 x 1.5 x 9.2 inches,2.4 pounds (View shipping rates and policies),,,,,
1554,"Professional Ajax, 2nd Edition",Nicholas C. Zakas# Jeremy McPeak# Joe Fawcett,$21.95 - $39.99,2nd Edition,,978-0470109496,470109491,624 pages,,Wrox,Wrox,,,English,7.4 x 1.3 x 9.2 inches,2 pounds (View shipping rates and policies),,,,,
1555,Beginning SharePoint 2007: Building Team Solutions with MOSS 2007,Amanda Murphy# Shane Perran,$20.79 ,1st Edition,,978-0470124499,470124490,576 pages,,Wrox,Wrox,,,English,7.5 x 1.2 x 9.3 inches,1.9 pounds (View shipping rates and policies),,,,,
1556,Microsoft Office Excel 2007: Top 100 Simplified Tips and Tricks,Denise Etheridge,$12.99 ,1st Edition,,978-0470126745,470126744,256 pages,,Visual,Visual,,,English,8.6 x 0.6 x 10 inches,1.8 pounds (View shipping rates and policies),,,,,
1557,Introduction to Programming and Object-Oriented Design Using Java,Jaime Ni̱o# Frederick A. Hosch# Jaime Ni̱o,$41.24 - $62.50,3rd Edition,,978-0470128718,470128712,1040 pages,,Wiley,Wiley,,,English,7.5 x 1.4 x 9.1 inches,12 ounces (View shipping rates and policies),,,,,
1558,Exam 77-420 Microsoft Excel 2013,Microsoft Official Academic Course,$37.56 - $94.08,1st Edition,,978-0470133088,470133082,512 pages,,Wiley,Wiley,,,English,8.9 x 0.6 x 10.8 inches,2.1 pounds (View shipping rates and policies),,,,,
1559,Passive Optical Networks: Flattening the Last Mile Access ,Stephen B. Weinstein# Yuanqiu Luo# Ting Wang# Yuanqiu Luo,$36.49 ,1st Edition,,978-0470168844,470168846,200 pages,,IEEE,IEEE,,,English,6.2 x 0.6 x 9.3 inches,12 ounces (View shipping rates and policies),,,,,
1560,Apple TV For Dummies,Mark L. Chambers,$13.00 ,1st Edition,,978-0470173626,470173629,316 pages,,For Dummies,For Dummies,,,English,7.4 x 0.6 x 9.2 inches,1 pounds (View shipping rates and policies),,,,,
1561,iPhone Fully Loaded ,Andy Ihnatko,$9.99 ,1st Edition,470173688,978-4701736888,4701736880,246 pages,Iphone Fully Loaded,Wiley,Wiley,,,English,6.1 x 0.5 x 9.1 inches,1.2 pounds,,,,,
1562,iPhone VISUAL Quick Tips,Kate Shoup,$4.00 ,1st Edition,,978-0470173718,470173718,197 pages,Visual Quick Tips (Book 2),Visual,Visual,,,English,5 x 0.4 x 7.1 inches,8 ounces,,,,,
1563,BusinessObjects XI Release 2 For Dummies,Derek Torres# Stuart Mudie# Julie Albaret,$15.99 ,1st Edition,,978-0470181126,470181125,344 pages,,For Dummies,For Dummies,,,English,7.4 x 0.8 x 9.3 inches,1.7 pounds (View shipping rates and policies),,,,,
1564,Java Concepts for AP Computer Science,Cay S. Horstmann,$44.49 - $67.00,5th Edition,,978-0470181607,470181605,,,Wiley,Wiley,,,English,7.8 x 1.5 x 9.2 inches,3.6 pounds,,,,,
1565,Java Concepts: Advanced Placement Computer Science Study Guide,Frances P. Trees# Cay S. Horstmann# Frances P. Trees,$4.59 - $50.62,5th Edition,,978-0470181614,470181613,480 pages,,Wiley,Wiley,,,English,8.5 x 1 x 11 inches,2.2 pounds (View shipping rates and policies),,,,,
1566,Hardware-based Computer Security Techniques to Defeat Hackers: From Biometrics to Quantum Cryptography,Roger R. Dube,$3.85 - $79.84,1st Edition,,978-0470193396,470193395,,,Wiley,Wiley,,,English,6.4 x 0.7 x 9.6 inches,14.4 ounces (View shipping rates and policies),,,,,
1567,Microsoft SQL Server 2008 For Dummies ,Mike Chapple,$16.79 ,1st Edition,,978-0470224656,470224657,408 pages,,For Dummies,For Dummies,,,English,7.4 x 0.8 x 9.2 inches,1.9 pounds (View shipping rates and policies),,,,,
1568,"Mobilizing Generation 2.0: A Practical Guide to Using Web 2.0: Technologies to Recruit, Organize and Engage Youth",Ben Rigby# Rock the Vote,$23.76 ,1st Edition,,978-0470227442,470227443,288 pages,,Jossey-Bass,Jossey-Bass,,,English,7 x 0.6 x 9.2 inches,1 pounds (View shipping rates and policies),,,,,
1569,Dependability Benchmarking for Computer Systems,Karama Kanoun# Lisa Spainhower# Karama Kanoun,$79.99 ,1st Edition,,978-0470230558,047023055X,362 pages,,Wiley-IEEE Computer Society Pr,Wiley-IEEE Computer Society Pr,,,English,6.9 x 0.8 x 10 inches,1.4 pounds (View shipping rates and policies),,,,,
1570,CISA Certified Information Systems Auditor Study Guide,David L. Cannon,$31.19 ,2nd Edition,,978-0470231524,470231521,624 pages,,Sybex,Sybex,,,English,7.4 x 1.2 x 9.2 inches,2 pounds,,,,,
1571,GIS for Business and Service Planning,Paul A. Longley# Graham Clarke# Paul A. Longley,$92.43 - $150.00, ,,978-0470235102,470235101,336 pages,,Wiley ,Wiley,,,English,6.1 x 0.9 x 9.3 inches,1.1 pounds (View shipping rates and policies),,,,,
1572,Implementing NAP and NAC Security Technologies: The Complete Guide to Network Access Control,Daniel V. Hoffman,$1.85 ,1st Edition,,978-0470238387,470238380,,,Wiley,Wiley,,,English,7.6 x 0.8 x 9.5 inches,1.3 pounds,,,,,
1573,Administering Windows Server 2008 Server Core,John Paul Mueller,$25.00 - $59.99, ,,978-0470238400,470238402,700 pages,,Sybex ,Sybex,,,English,7.4 x 1.4 x 9.2 inches,2.2 pounds (View shipping rates and policies),,,,,
1574,Professional Microsoft SQL Server 2008 Reporting Services,Paul Turley# Thiago Silva# Bryan C. Smith# Ken Withee,$33.97 ,,,,,,,,,,,,,,,,,,
1575,Reverse Engineering Deals on Wall Street with Microsoft Excel + Website: A Step-by-Step Guide,Keith A. Allman,$42.50 ,1st Edition,,978-0470242056,470242051,224 pages,,Wiley,Wiley,,,English,7.6 x 0.5 x 9.3 inches,14.9 ounces (View shipping rates and policies),,,,,
1576,Professional Microsoft SQL Server 2008 Integration Services,Brian Knight# Erik Veerman# Grant Dickinson# Douglas Hinson# Grant Dickinson# Darren Herbold# Douglas Hinson,$25.99 ,1st Edition,,978-0470247952,470247959,1008 pages,,Wrox,Wrox,,,English,7.3 x 2.2 x 9.2 inches,3.3 pounds (View shipping rates and policies),,,,,
1577,Mastering Windows Server 2008 Networking Foundations,Mark Minasi# Rhonda Layfield# John Paul Mueller# Rhonda Layfield,$23.36 ,1st Edition,,978-0470249840,470249846,528 pages,,Sybex,Sybex,,,English,7.4 x 1.1 x 9.2 inches,1.8 pounds (View shipping rates and policies),,,,,
1578,Professional iPhone and iPod touch Programming: Building Applications for Mobile Safari ,Richard Wagner,$20.79 ,1st Edition,,978-0470251553,470251557,312 pages,Wrox Professional Guides,Wrox,Wrox,,,English,7.4 x 0.8 x 9.3 inches,1.1 pounds,,,,,
1579,Professional Microsoft SQL Server 2008 Programming,Robert Vieira,$25.99 ,1st Edition,,978-0470257029,470257024,936 pages,,Wrox,Wrox,,,English,7.4 x 1.9 x 9.3 inches,2.9 pounds (View shipping rates and policies),,,,,
1580,Microsoft SQL Server 2008 Bible,Paul Nielsen# Uttam Parui# Paul Nielsen# Mike White# Uttam Parui,$27.92 ,1st Edition,,978-0470257043,470257040,1680 pages,,Wiley,Wiley,,,English,7.4 x 2 x 9.3 inches,5.4 pounds (View shipping rates and policies),,,,,
1581,The One Page Project Manager for IT Projects: Communicate and Manage Any Project With A Single Sheet of Paper,Clark A. Campbell,$19.84 ,,,978-0470275887,047027588X,160 pages,,Wiley,Wiley,,,English,6.1 x 0.5 x 9.1 inches,7.2 ounces (View shipping rates and policies),,,,,
1582,Computer Fraud Casebook: The Bytes that Bite,Joseph T. Wells,$41.49 ,1st Edition,,978-0470278147,470278145,,,Wiley,Wiley,,,English,7.6 x 1.4 x 10.4 inches,2 pounds (View shipping rates and policies),,,,,
1583,Active Directory For Dummies,Steve Clines# Marcia Loughry,$16.79 ,2nd Edition,,978-0470287200,470287209,360 pages,,For Dummies,For Dummies,,,English,7.4 x 0.7 x 9.2 inches,6.4 ounces (View shipping rates and policies),,,,,
1584,MCITP: Windows Server 2008 Server Administrator Study Guide: ,Darril Gibson,$31.19 ,1st Edition,,978-0470293157,470293152,528 pages,,Sybex,Sybex,,,English,7.4 x 1.2 x 9.2 inches,1.7 pounds (View shipping rates and policies),,,,,
1585,Managing and Leading Software Projects,Richard E. Fairley,$63.99 ,1st Edition,,978-0470294550,470294558,,,Wiley-IEEE Computer Society Pr,Wiley-IEEE Computer Society Pr,,,English,7 x 1.1 x 10 inches,2.3 pounds (View shipping rates and policies),,,,,
1586,MCITP: Windows Server 2008 Server Administrator Certification Kit,James Chellis# William Panek# Tylor Wentworth# Darril Gibson,$60.78 ,,,,,,,,,,,,,,,,,,
1587,Hashing in Computer Science: Fifty Years of Slicing and Dicing,Alan G. Konheim,$95.19 ,1st Edition,,978-0470344736,470344733,,,Wiley-Interscience,Wiley-Interscience,,,English,7.3 x 1 x 10.2 inches,2.2 pounds (View shipping rates and policies),,,,,
1588,"Global Perspectives In Information Security: Legal, Social, and International Issues",Hossein Bidgoli,$59.27 - $70.21,1st Edition,,978-0470372111,470372117,,,Wiley,Wiley,,,English,6.3 x 1.8 x 9.3 inches,2.9 pounds (View shipping rates and policies),,,,,
1589,"Content Nation: Surviving and Thriving as Social Media Changes Our Work, Our Lives, and Our Future",John Blossom,$10.86 ,1st Edition,,978-0470379219,470379219,368 pages,,Wiley,Wiley,,,English,6 x 0.9 x 9 inches,15.5 ounces (View shipping rates and policies),,,,,
1590,Cisco Network Professional's Advanced Internetworking Guide ,Patrick J. Conlan,$5.11 ,1st Edition,,978-0470383605,470383607,888 pages,,Sybex,Sybex,,,English,7.6 x 1.8 x 9.4 inches,2.8 pounds,,,,,
1591,Storage Area Networks For Dummies,Christopher Poelker# Alex Nikitin,$16.79 ,2nd Edition,,978-0470385135,470385138,456 pages,,For Dummies,For Dummies,,,English,7.4 x 1 x 9.2 inches,1.5 pounds (View shipping rates and policies),,,,,
1592,Balanced Scorecards and Operational Dashboards with Microsoft Excel,Ron Person,$8.21 ,1st Edition,,978-0470386811,470386819,480 pages,,Wiley,Wiley,,,English,7.5 x 1 x 9.3 inches,1.4 pounds,,,,,
1593,Google Sites and Chrome For Dummies,Ryan Teeter# Karl Barksdale,$12.99 ,1st Edition,,978-0470396780,470396784,460 pages,,For Dummies,For Dummies,,,English,7.4 x 0.9 x 9.2 inches,1.5 pounds (View shipping rates and policies),,,,,
1594,Semantic Web For Dummies,Jeffrey T. Pollock,$18.39 ,1st Edition,,978-0470396797,470396792,432 pages,,Wiley,Wiley,,,English,7.4 x 1 x 9.2 inches,2 pounds (View shipping rates and policies),,,,,
1595,PDF Forms Using Acrobat and LiveCycle Designer Bible,Ted Padova# Angie Okamoto,$25.99 ,1st Edition,,978-0470400173,047040017X,1224 pages,Bible (Book 545),Wiley,Wiley,,,English,7.4 x 1.5 x 9.2 inches,3.6 pounds,,,,,
1596,Semantic Web Programming,John Hebeler# Matthew Fisher# John Hebeler# Ryan Blace# Matthew Fisher# Andrew Perez-Lopez# Ryan Blace# Mike Dean# Andrew Perez-Lopez,$23.49 ,1st Edition,,978-0470418017,047041801X,652 pages,,Wiley,Wiley,,,English,7.4 x 1.3 x 9.2 inches,2 pounds (View shipping rates and policies),,,,,
1597,Configuring SAP ERP Financials and Controlling,Peter Jones# John Burger,$36.50 ,1st Edition,,978-0470423288,470423285,,,Sybex,Sybex,,,English,7.9 x 2.2 x 9.6 inches,3.5 pounds (View shipping rates and policies),,,,,
1598,iPhone For Dummies ,Edward C. Baig# Bob LeVitus# Edward C. Baig,$3.82 ,2nd Edition,,978-0470423424,470423420,256 pages,For Dummies (Lifestyles Paperback),For Dummies,For Dummies,,,English,7.4 x 0.5 x 9.2 inches,1.3 pounds,,,,,
1599,Exam 77-602: Microsoft Office Excel 2007,Microsoft Official Academic Course,$0.01 - $82.95,Updated First Edition Edition,,978-0470423448,470423447,278 pages,,Wiley,Wiley,,,English,8.8 x 0.4 x 10.8 inches,1.4 pounds (View shipping rates and policies),,,,,
1600,iPhone 3G Portable Genius,Paul McFedries# David Pabian,$3.99 - $25.00, ,,978-0470423486,047042348X,267 pages,Portable Genius,Wiley ,Wiley,,,English,6 x 0.6 x 9 inches,1.2 pounds (View shipping rates and policies),,,,,
1601,"Effective Project Management: Traditional, Agile, Extreme",Robert K. Wysocki,$28.99 ,5th Edition,,978-0470423677,470423676,792 pages,,Wiley,Wiley,,,English,7.4 x 1.6 x 9.3 inches,2.5 pounds (View shipping rates and policies),,,,,
1602,iPhone Fully Loaded ,Andy Ihnatko,$3.88 ,2nd Edition,,,,,,,,,,,,,,,,,
1603,Drawing Shortcuts: Developing Quick Drawing Skills Using Today's Technology,Jim Leggitt,$32.32 ,2nd Edition,,978-0470435489,470435488,,,Wiley,Wiley,,,English,8.9 x 0.8 x 11.1 inches,2.3 pounds (View shipping rates and policies),,,,,
1604,CWTS: Certified Wireless Technology Specialist Official Study Guide: Exam PW0-070,Robert J. Bartz,$25.99 ,1st Edition,,978-0470438893,470438894,504 pages,,Sybex,Sybex,,,English,7.4 x 1.2 x 9.2 inches,1.6 pounds,,,,,
1605,"Business Intelligence: Practices, Technologies, and Management",Rajiv Sabherwal# Irma Becerra-Fernandez,$49.95 - $78.84,1st Edition,,978-0470461709,470461705,304 pages,,Wiley,Wiley,,,English,6.2 x 0.5 x 9 inches,12 ounces (View shipping rates and policies),,,,,
1606,Still Image and Video Compression with MATLAB,K. S. Thyagarajan,$73.99 ,1st Edition,,978-0470484166,470484160,,,Wiley-IEEE Press,Wiley-IEEE Press,,,English,6.3 x 1.1 x 9.6 inches,1.8 pounds (View shipping rates and policies),,,,,
1607,Zoho For Dummies,Steve Holzner,$15.99 ,1st Edition,,978-0470484548,470484543,336 pages,,For Dummies,For Dummies,,,English,7.4 x 0.8 x 9.3 inches,1.1 pounds (View shipping rates and policies),,,,,
1608,Cloud Computing For Dummies,Judith Hurwitz# Robin Bloor# Marcia Kaufman# Fern Halper# Marcia Kaufman,$15.99 ,1st Edition,,978-0470484708,470484705,336 pages,,For Dummies,For Dummies,,,English,7.4 x 0.7 x 9.2 inches,1.1 pounds (View shipping rates and policies),,,,,
1609,CompTIA A+ Complete Study Guide: Exams 220-701 ,Quentin Docter# Emmett Dulaney# Quentin Docter# Toby Skandier,$6.34 ,1st Edition,,978-0470486498,047048649X,1152 pages,,Sybex,Sybex,,,English,7.4 x 2.4 x 9.3 inches,3.8 pounds,,,,,
1610,iPhone Application Development For Dummies ,Neal Goldstein,$16.49 ,1st Edition,,978-0470487372,470487372,408 pages,For Dummies (Computers),For Dummies,For Dummies,,,English,7.3 x 0.8 x 9.2 inches,1.4 pounds,,,,,
1611,Microsoft Office 2007 For Seniors For Dummies,Faithe Wempen,$13.38 ,1st Edition,,978-0470497258,470497254,364 pages,,For Dummies,For Dummies,,,English,7.4 x 0.7 x 9.2 inches,15.2 ounces (View shipping rates and policies),,,,,
1612,Excel VBA Programming For Dummies,John Walkenbach,$93.83 ,2nd Edition,,978-0470503690,470503696,408 pages,,For Dummies,For Dummies,,,English,7.4 x 0.9 x 9.3 inches,1.4 pounds,,,,,
1613,Fiber-Optic Communication Systems,Govind P. Agrawal,$84.49 ,4th Edition,,978-0470505113,470505117,,,Wiley,Wiley,,,English,6.5 x 1.4 x 9.6 inches,2.2 pounds (View shipping rates and policies),,,,,
1614,Windows 7 Secrets,Paul Thurrott# Rafael Rivera,$23.36 ,1st Edition,,978-0470508411,470508418,1080 pages,,Wiley,Wiley,,,English,7.4 x 2.3 x 9.3 inches,3.4 pounds (View shipping rates and policies),,,,,
1615,"Ethics and Technology: Controversies, Questions, and Strategies for Ethical Computing",Herman T. Tavani,$20.00 ,3rd Edition,,978-0470509500,470509503,432 pages,,Wiley,Wiley,,,English,7.5 x 0.6 x 9.2 inches,1.5 pounds,,,,,
1616,WiMedia UWB: Technology of Choice for Wireless USB and Bluetooth,Ghobad Heidari,$42.87 - $145.00,1st Edition,,978-0470518342,470518340,,,Wiley,Wiley,,,English,6.9 x 1 x 9.9 inches,1.6 pounds (View shipping rates and policies),,,,,
1617,Starting an iPhone Application Business For Dummies,Aaron Nicholson# Joel Elad# Damien Stolarz,$13.00 ,1st Edition,,978-0470524527,470524529,432 pages,,For Dummies,For Dummies,,,English,7.4 x 0.9 x 9.3 inches,1.5 pounds (View shipping rates and policies),,,,,
1618,Microsoft Windows Server 2008 R2 Administration Instant Reference,Matthew Hester# Chris Henley,$15.99 ,1st Edition,,978-0470525395,470525398,600 pages,,Sybex,Sybex,,,English,6 x 1.2 x 9 inches,1.4 pounds (View shipping rates and policies),,,,,
1619,iPod and iTunes For Dummies,Tony Bove,$3.79 ,7th Edition,,978-0470525678,470525673,408 pages,,For Dummies,For Dummies,,,English,7.4 x 0.8 x 9.2 inches,1.4 pounds,,,,,
1620,"Data Mining for Business Intelligence: Concepts, Techniques, and Applications in Microsoft Office Excel with XLMiner",Galit Shmueli# Nitin R. Patel# Peter C. Bruce# Nitin R. Patel,$43.99 - $93.08,2nd Edition,,978-0470526828,470526823,,,Wiley,Wiley,,,English,7.3 x 1.1 x 10.3 inches,2.1 pounds (View shipping rates and policies),,,,,
1621,Web Analytics 2.0: The Art of Online Accountability and Science of Customer Centricity,Avinash Kaushik,$20.79 ,1st Edition,,978-0470529393,470529393,475 pages,,Sybex,Sybex,,,English,7.4 x 1 x 9.3 inches,1.6 pounds (View shipping rates and policies),,,,,
1622,Computers For Seniors For Dummies,Nancy C. Muir,$7.70 ,2nd Edition,,978-0470534830,470534834,432 pages,,For Dummies,For Dummies,,,English,7.4 x 1 x 9.2 inches,1.4 pounds,,,,,
1623,Exam 70-667: Microsoft Office SharePoint 2010 Configuration,Microsoft Official Academic Course,$30.22 - $130.55,1st Edition,,978-0470538678,470538678,528 pages,,Wiley,Wiley,,,English,8.5 x 0.7 x 10.8 inches,2.2 pounds (View shipping rates and policies),,,,,
1624,Exam 70-667 Microsoft Office SharePoint 2010 Configuration Lab Manual,Microsoft Official Academic Course,$22.94 - $35.34,1st Edition,,978-0470538685,470538686,144 pages,,Wiley,Wiley,,,English,8.5 x 0.3 x 10.8 inches,11.2 ounces (View shipping rates and policies),,,,,
1625,Business Analysis with QuickBooks,Conrad Carlberg,$20.79 ,1st Edition,,978-0470543146,470543140,408 pages,,Wiley,Wiley,,,English,7.3 x 0.8 x 9.2 inches,1.4 pounds,,,,,
